video_id,category,purpose_tag,stroke_label,duration_sec,kick_frequency,kick_ratio,stroke_cycle_hz,detection_rate,l_elbow_angle_mean,l_elbow_angle_std,l_elbow_angle_min,r_elbow_angle_mean,r_elbow_angle_std,r_elbow_angle_min,l_shoulder_angle_mean,l_shoulder_angle_std,l_shoulder_angle_min,r_shoulder_angle_mean,r_shoulder_angle_std,r_shoulder_angle_min,head_angle_mean,head_angle_std,head_angle_min,head_v_angle_mean,head_v_angle_std,head_v_angle_min,hip_angle_mean,hip_angle_std,hip_angle_min,body_roll_mean,body_roll_std,body_roll_min,body_roll_deg_mean,body_roll_deg_std,body_roll_deg_min,hip_roll_mean,hip_roll_std,hip_roll_min,elbow_symmetry_mean,elbow_symmetry_std,elbow_symmetry_min,shoulder_symmetry_mean,shoulder_symmetry_std,shoulder_symmetry_min,entry_angle_mean,entry_angle_std,entry_angle_min,streamline_width_mean,streamline_width_std,streamline_width_min,shoulder_width_mean,shoulder_width_std,shoulder_width_min,norm_l_wrist_x_mean,norm_l_wrist_x_std,norm_l_wrist_x_min,norm_r_wrist_x_mean,norm_r_wrist_x_std,norm_r_wrist_x_min,norm_l_wrist_y_mean,norm_l_wrist_y_std,norm_l_wrist_y_min,norm_r_wrist_y_mean,norm_r_wrist_y_std,norm_r_wrist_y_min,l_ankle_roll_std5_mean,l_ankle_roll_std5_std,l_ankle_roll_std5_min,r_ankle_roll_std5_mean,r_ankle_roll_std5_std,r_ankle_roll_std5_min
Improve your Backstroke Swimming technique ｜ Learn from an Olympic Medallist ｜ Olympians' Tips.mp4,competition_backstroke,competition,backstroke,157.8,0.754,0.1512,0.307,0.737,114.0486,56.7979,0.38,112.8371,57.6545,0.33,41.6591,53.28,0.22,48.9701,55.0117,1.53,110.0652,51.9391,2.87,16.0318,21.6154,0.0,149.2892,48.8585,0.27,0.0322,0.0323,0.0002,24.8578,28.4925,0.04,0.0188,0.0164,0.0,33.979,38.9708,0.0,17.9899,31.0807,0.02,0.2425,0.2773,0.0009,0.1617,0.158,0.0,0.1635,0.1163,0.0014,8.8349,30.5482,0.7621,8.2408,29.781,0.075,9.6716,25.5393,0.6371,9.4594,24.9033,-0.7992,0.1568,0.22,0.0,0.1554,0.2213,0.0
Learn How to Swim Backstroke in 30 Seconds!.mp4,competition_backstroke,competition,backstroke,26.19,1.222,0.2093,0.446,0.721,90.7733,55.1797,4.01,122.3367,56.9522,1.64,89.9784,43.7358,2.14,70.7053,40.4891,3.42,23.4651,37.8338,1.59,44.214,12.5568,13.87,153.5119,43.1294,1.57,0.0912,0.0611,0.0004,73.5807,18.1887,4.11,0.0427,0.0285,0.0,74.8654,53.9978,1.52,42.1509,32.3585,0.11,0.0865,0.1105,0.0002,0.1218,0.1078,0.0002,0.0939,0.0603,0.0022,19.5859,37.4399,1.2961,18.065,33.7192,0.6411,17.863,33.893,0.3516,17.0914,36.6816,-0.5315,0.0453,0.0315,0.0,0.0551,0.0514,0.0
MONA backstroke in slow motion.mp4,competition_backstroke,competition,backstroke,5.83,0.343,0.125,0.0,1.0,91.1838,54.8444,35.34,109.715,52.0091,14.12,54.8275,43.2318,3.11,46.0263,39.8918,6.72,2.9363,1.6515,1.49,35.135,4.6287,31.26,168.4862,9.2316,150.39,0.0794,0.0798,0.0105,78.6038,12.943,50.28,0.0358,0.0328,0.0014,46.8362,40.9185,6.2,14.1562,18.6271,3.01,0.0801,0.0892,0.0097,0.0548,0.0351,0.0058,0.0804,0.0793,0.0136,15.4468,13.2637,2.8435,15.0684,12.1255,2.6512,11.5826,10.1362,0.4926,11.2742,8.9653,0.5116,0.0126,0.0062,0.0,0.0256,0.0263,0.0
Paris 2024 ｜ Hungary's Hubert Kos wins the Men's 200m Backstroke final ｜ SportsMax.mp4,competition_backstroke,competition,backstroke,471.14,0.639,0.1266,0.351,0.574,119.7,58.3994,0.54,117.4987,58.1015,0.29,50.3268,53.0429,0.3,49.3117,53.1405,0.36,84.3525,51.3879,1.43,17.9927,20.4085,0.02,141.6389,56.6559,0.51,0.0275,0.0357,0.0001,22.5916,24.8673,0.04,0.0182,0.0208,0.0,30.8382,36.4532,0.0,16.8323,22.5515,0.01,0.2431,0.3064,0.0001,0.1575,0.2093,0.0,0.1171,0.0988,0.0006,14.4852,39.6753,0.2004,13.9721,39.6783,-0.7406,15.871,43.0088,-1.0127,16.0576,43.1639,0.4199,0.1296,0.1971,0.0,0.1374,0.2037,0.0
Ryan Lochte   Backstroke Stroke   Swim Technique.mp4,competition_backstroke,competition,backstroke,214.8,0.303,0.0976,0.351,0.517,105.6766,51.8415,4.01,115.8453,52.4285,1.57,48.3066,48.9598,0.94,65.7989,55.6118,0.67,77.9751,49.9047,1.84,37.8287,24.9615,0.13,154.5624,41.3527,0.22,0.0764,0.0531,0.0,59.3521,26.6622,0.0,0.0393,0.0258,0.0,41.4,37.1993,0.06,36.9902,39.4063,0.0,0.1825,0.3581,0.0003,0.118,0.1254,0.0001,0.1085,0.0784,0.0013,14.5397,32.3625,0.3059,14.826,32.2248,0.2727,16.0004,38.37,0.393,15.8765,38.7576,0.7452,0.0726,0.1602,0.0,0.0742,0.1749,0.0
Slow-mo Olympic swim dive.mp4,competition_backstroke,competition,backstroke,9.43,0.742,0.125,0.0,0.857,128.0598,40.2914,3.73,148.9602,38.0958,8.28,32.394,32.9457,4.16,23.27,25.5211,0.92,90.4406,49.557,16.34,14.6212,14.7802,0.14,156.9371,43.9671,12.72,0.0259,0.0424,0.0004,23.9054,29.3052,0.68,0.0155,0.0245,0.0,38.5338,35.9984,1.15,12.215,21.1389,0.03,0.0569,0.0613,0.001,0.0419,0.0215,0.0007,0.0527,0.0316,0.0332,8.935,4.1132,0.5297,8.0007,3.6905,0.4734,8.0439,3.3189,1.3731,8.0983,3.6664,0.4839,0.0293,0.0417,0.0,0.0309,0.0441,0.0
World Record Alert! Hubert Kos Clocks 48.16 in the 100m Backstroke ｜ Swimming World Cup 2025.mp4,competition_backstroke,competition,backstroke,78.6,0.56,0.1461,0.333,0.441,108.733,56.6013,3.59,111.715,54.986,3.58,69.0981,59.7763,0.95,67.0164,61.7447,0.75,73.5426,47.4054,3.64,18.7121,20.887,0.15,143.2617,50.0853,1.53,0.0253,0.0307,0.0001,32.0027,27.6038,0.12,0.014,0.0158,0.0,35.8934,36.8173,0.24,21.3706,23.1737,0.13,0.2062,0.2114,0.0022,0.0849,0.1393,0.0,0.0765,0.0818,0.001,34.0767,97.6249,1.266,33.8224,97.4214,0.2254,36.3738,90.2503,1.2951,36.5068,90.0354,0.8736,0.147,0.2051,0.0,0.1542,0.2139,0.0
🏊‍♀️ 🏊🏻‍♂️ The best swimming finals at Tokyo2020 ｜ Top Moments.mp4,competition_backstroke,competition,backstroke,298.6,0.606,0.1472,0.314,0.549,108.0238,61.5971,0.43,105.1715,59.1568,0.5,67.726,60.4927,0.34,65.3188,58.2095,0.3,76.0892,53.1279,1.06,21.7864,19.9416,0.11,139.7993,55.3606,0.41,0.0354,0.0434,0.0001,31.9173,29.3802,0.02,0.0212,0.026,0.0,34.7477,39.129,0.05,20.9657,28.0687,0.02,0.3606,0.379,0.0004,0.1682,0.2324,0.0002,0.1286,0.1303,0.001,22.6969,51.2917,0.4531,22.0784,51.1935,-0.4078,18.7902,43.838,-0.8233,18.4877,43.2119,0.2254,0.2085,0.2663,0.0,0.2169,0.2787,0.0
Adam Peaty Loop technique.mp4,competition_breaststroke,competition,breaststroke,59.39,0.236,0.1552,0.749,0.162,139.1845,39.5857,7.7,120.4726,47.5874,10.37,105.8857,67.3294,0.89,100.4374,63.9827,1.1,89.4793,45.8571,14.45,7.4626,6.2991,0.31,104.59,56.1178,0.77,0.0058,0.0055,0.0001,15.7536,15.656,0.12,0.0037,0.0031,0.0001,30.1722,31.0326,0.21,20.6562,20.9963,1.22,0.1268,0.0551,0.0005,0.0412,0.0271,0.0014,0.0294,0.0173,0.0008,44.2849,94.5385,7.1668,42.4222,91.7338,6.298,54.3555,122.0073,7.8543,54.3831,122.4907,7.889,0.0432,0.0285,0.0,0.0419,0.0288,0.0
Adam Peaty Top Tips： Breaststroke catch.mp4,competition_breaststroke,competition,breaststroke,40.4,0.619,0.1475,0.309,0.601,133.0119,36.0031,2.2,144.8729,34.5175,20.03,56.2043,61.5463,0.8,54.677,63.3156,1.62,98.2076,44.8681,2.41,12.6011,19.7298,0.02,146.5882,45.8254,1.93,0.0249,0.0231,0.0001,21.7955,25.9813,0.03,0.0185,0.0162,0.0001,24.7262,25.2182,0.47,12.3711,18.898,0.03,0.1602,0.1408,0.0081,0.0816,0.0515,0.0021,0.1074,0.0529,0.0027,9.4784,16.743,3.1975,9.2255,17.4664,2.169,7.5599,10.7767,1.7671,7.3959,10.8903,0.9143,0.1239,0.1058,0.0,0.1285,0.1106,0.0
Adam Peaty's ｜ Breaststroke Kick! ｜ Swim Technique.mp4,competition_breaststroke,competition,breaststroke,252.54,0.269,0.0655,0.446,0.69,148.7804,39.7779,3.95,154.5035,39.1921,5.54,140.4687,58.2714,1.58,140.8819,53.3682,0.64,87.8731,38.8388,1.63,35.428,15.5744,0.34,164.8777,26.7422,3.72,0.0472,0.0164,0.0001,58.9729,13.5114,0.29,0.0274,0.0102,0.0001,18.62,27.3032,0.03,14.3987,24.4702,0.02,0.1876,0.1153,0.0008,0.0429,0.0453,0.0,0.0587,0.0328,0.003,8.1308,14.1129,1.6567,8.5413,14.0938,0.9026,7.4571,14.0032,-0.1832,7.7101,13.8181,0.504,0.0293,0.0644,0.0,0.0317,0.0641,0.0
Breastroke - Phelps.mp4,competition_breaststroke,competition,breaststroke,217.17,0.364,0.1058,0.411,0.366,120.6283,51.4757,1.88,88.8777,66.6922,0.24,39.3089,47.1436,0.88,43.4348,46.8946,1.06,95.4175,54.2823,2.4,21.5862,28.8311,0.03,133.3243,58.7268,0.46,0.0252,0.0253,0.0001,19.5924,23.823,0.03,0.0202,0.02,0.0,53.0794,55.9417,0.06,12.6176,20.1273,0.04,0.1157,0.1131,0.0007,0.141,0.1132,0.0,0.1495,0.1139,0.0005,12.9372,51.5767,1.3849,12.6985,51.1616,0.5191,13.6131,52.2857,1.3546,13.2851,51.8409,1.4184,0.0934,0.144,0.0,0.0948,0.1446,0.0
Breaststroke Pullout Technique of World Class Swimmers (Slow Motion).mp4,competition_breaststroke,competition,breaststroke,256.42,0.207,0.0797,0.307,0.357,136.8821,38.4176,3.51,132.1616,35.8184,2.1,58.9964,58.0167,0.67,67.0848,60.8847,0.74,18.8023,33.6724,1.66,46.8435,16.9867,0.29,159.4,25.1242,5.79,0.0431,0.0312,0.0,72.0308,19.2728,0.44,0.0269,0.0181,0.0,26.5037,24.8613,0.02,27.3803,38.2573,0.04,0.0587,0.0634,0.0002,0.0511,0.0592,0.0,0.0458,0.031,0.0005,28.454,65.4182,1.957,29.6322,68.3237,2.6501,20.3945,47.4266,1.699,19.7742,47.4114,1.3391,0.032,0.0364,0.0,0.0362,0.0411,0.0
Breaststroke Swimming Technique ｜ Kick.mp4,competition_breaststroke,competition,breaststroke,83.2,0.457,0.1049,0.242,0.569,116.2698,53.4936,3.48,105.2433,52.552,2.31,65.7174,54.5219,0.95,59.866,56.9868,0.8,41.2523,46.0036,1.63,31.4128,24.3228,0.29,115.8448,60.7266,1.65,0.0281,0.0265,0.0001,49.5182,26.2664,0.44,0.015,0.0153,0.0001,37.5303,33.3124,0.1,22.3873,27.7751,0.03,0.1375,0.1787,0.0027,0.0447,0.0563,0.0,0.0413,0.0404,0.0012,30.8423,52.6202,1.2145,31.2425,52.9586,1.1729,23.7179,54.4858,1.8216,23.9614,53.9241,1.5039,0.0427,0.103,0.0,0.0398,0.0843,0.0
Breaststroke swimming： SECRET TIPS.mp4,competition_breaststroke,competition,breaststroke,314.8,0.515,0.1137,0.299,0.647,124.8292,46.4802,1.57,121.0626,48.3749,0.65,75.0654,52.1008,0.31,77.6271,51.4145,0.56,53.1232,51.5296,1.43,36.5831,25.3429,0.04,128.2043,49.508,0.99,0.0382,0.0396,0.0,47.6806,28.1101,0.01,0.0228,0.0241,0.0,30.4784,30.2907,0.02,26.2164,26.9566,0.01,0.1043,0.0967,0.0001,0.0746,0.0712,0.0002,0.0613,0.0456,0.0011,18.9118,39.0216,1.2605,18.8592,37.9868,-0.0642,18.7833,41.4114,0.6222,18.8553,41.5373,0.9764,0.0749,0.0751,0.0,0.0746,0.0753,0.0
Can we swim as fast as Adam Peaty？ (World Record Speed).mp4,competition_breaststroke,competition,breaststroke,334.33,0.634,0.1153,0.381,0.686,124.4902,49.8548,0.37,125.1686,50.0245,1.14,85.734,60.876,0.25,86.6051,60.9137,0.53,87.1714,60.8664,1.92,47.2993,31.3076,0.01,150.8614,38.9209,0.55,0.0645,0.0655,0.0,55.8912,34.2702,0.11,0.0344,0.0333,0.0,30.2079,32.869,0.06,19.2068,23.5781,0.0,0.1302,0.1732,0.0,0.0853,0.1275,0.0001,0.1088,0.0933,0.0015,17.373,34.2298,0.7546,17.2745,34.6722,0.0934,14.6745,27.6836,0.3738,14.6531,27.6272,0.3179,0.0771,0.1725,0.0,0.0788,0.1767,0.0
Emre Sakci  - 50m Breaststroke New World Record - 24.95.mp4,competition_breaststroke,competition,breaststroke,38.33,0.626,0.1048,0.333,0.444,112.1999,44.1041,8.73,105.516,45.693,3.68,71.3731,47.0551,1.1,63.748,45.3309,0.83,70.3953,48.869,4.65,26.0685,18.1434,0.05,125.6985,50.0435,0.79,0.0504,0.0336,0.0065,66.9816,19.5519,12.95,0.0321,0.018,0.001,29.8052,27.2943,0.31,24.7298,22.6039,0.34,0.1351,0.0653,0.0042,0.0279,0.0242,0.0002,0.0555,0.0326,0.0117,15.6753,12.9169,0.0828,15.8808,13.0491,-0.1044,5.5261,5.1961,0.0016,5.8053,5.2019,-0.88,0.0536,0.0781,0.0,0.0538,0.0786,0.0
Hansen Takes Breaststroke Final.mp4,competition_breaststroke,competition,breaststroke,72.57,0.386,0.1062,0.313,0.344,118.0103,50.2285,1.45,118.0584,49.7387,2.4,55.1726,55.2712,1.11,53.5485,54.8589,0.93,67.0397,51.5175,4.02,36.4207,27.5091,0.07,146.5336,42.9163,4.52,0.017,0.0175,0.0001,36.6092,29.7368,0.13,0.0095,0.0102,0.0,29.8721,29.7419,0.01,24.0046,28.0861,0.35,0.072,0.0878,0.0014,0.0456,0.0858,0.0001,0.0441,0.0584,0.0016,26.5787,38.0709,1.8656,26.3795,38.8119,0.0694,41.2684,64.5032,2.6972,41.5148,65.0401,2.1874,0.066,0.0934,0.0,0.0667,0.0936,0.0
How To Swim Breaststroke ｜ Technique For Breaststroke Swimming.mp4,competition_breaststroke,competition,breaststroke,234.0,0.5,0.1396,0.366,0.563,127.0556,47.5929,3.01,122.6734,51.3423,1.89,43.9867,50.1863,0.94,42.2069,49.3195,0.73,81.6031,46.7598,1.97,23.2324,26.091,0.02,148.7527,44.2364,2.88,0.0224,0.0247,0.0,29.2982,30.6103,0.0,0.018,0.0159,0.0,27.5789,31.2713,0.02,17.1495,23.5061,0.03,0.102,0.1003,0.0001,0.0788,0.066,0.0001,0.0979,0.0687,0.0008,15.4947,31.5294,0.4973,15.2208,31.7909,1.3091,18.3443,45.1685,1.3267,18.3407,44.902,1.3319,0.0606,0.0759,0.0,0.0588,0.0751,0.0
Kate Douglass is dominant in the 200m breaststroke ｜ U.S. Olympic Swimming Trials presented by Lilly.mp4,competition_breaststroke,competition,breaststroke,174.51,0.499,0.1211,0.382,0.447,114.331,56.6579,0.94,116.9923,51.8174,1.92,53.8678,51.565,0.78,51.2033,49.6601,0.72,72.6552,45.4978,2.23,21.6728,21.8868,0.0,133.6244,56.1807,0.64,0.0295,0.0409,0.0,30.5397,29.0236,0.09,0.0182,0.0212,0.0001,34.6256,36.096,0.03,20.8207,25.9695,0.03,0.2232,0.3035,0.0001,0.1139,0.2001,0.0002,0.0865,0.0979,0.0002,20.271,40.0758,0.66,20.2689,41.3197,-0.0537,26.8381,63.6821,0.1651,26.3912,57.8921,0.1471,0.1192,0.2027,0.0,0.1223,0.209,0.0
MONA breaststroke in slow motion.mp4,competition_breaststroke,competition,breaststroke,5.83,0.343,0.125,0.0,1.0,150.81,23.8758,95.01,157.6813,32.8338,78.06,132.6388,52.1527,58.22,131.24,49.1713,62.22,2.65,1.0222,1.71,26.265,14.0526,15.83,163.56,22.3786,113.71,0.0155,0.0114,0.0008,35.7788,18.2424,2.53,0.0124,0.0081,0.0017,11.5875,6.9515,1.92,5.435,4.7313,1.41,0.0778,0.0773,0.0121,0.0295,0.0172,0.0081,0.0249,0.0087,0.0159,34.8252,9.6272,20.4857,35.974,9.508,21.7956,26.6543,9.207,12.998,26.1335,9.019,12.7245,0.0397,0.0261,0.0,0.0475,0.0306,0.0
Rebecca Soni Breaks World Record - 200m Breaststroke ｜ London 2012 Olympics.mp4,competition_breaststroke,competition,breaststroke,456.0,0.474,0.1182,0.36,0.529,121.484,57.525,0.67,126.0256,52.1795,0.3,48.105,49.3527,0.15,49.0852,49.6633,0.25,82.0073,49.9733,0.77,22.3002,22.2493,0.0,147.906,47.0629,0.9,0.039,0.05,0.0,29.091,29.2296,0.01,0.0215,0.0287,0.0,37.9763,41.3713,0.01,20.8766,27.8808,0.01,0.2161,0.2442,0.0004,0.1499,0.1568,0.0,0.1272,0.0969,0.0001,38.236,284.3031,0.2433,37.5715,284.8421,0.0851,18.1459,75.0598,0.6247,18.3742,75.305,-0.0282,0.1428,0.1868,0.0,0.1473,0.1953,0.0
Rebecca Soni's stroke in slow motion.mp4,competition_breaststroke,competition,breaststroke,87.75,0.296,0.1269,0.448,0.25,131.4826,42.3756,5.72,128.475,35.9115,6.72,56.1272,40.2855,1.59,53.6937,40.0401,1.46,48.705,39.4596,3.68,54.7122,22.5845,0.75,103.6928,47.1218,1.8,0.0202,0.0156,0.0002,38.5528,27.9735,0.11,0.0115,0.009,0.0005,31.5345,26.0146,0.98,21.1531,19.6271,0.11,0.0564,0.0372,0.0006,0.0787,0.0915,0.0001,0.0419,0.0264,0.0032,24.4015,31.4085,2.9254,24.7332,31.9143,2.2446,22.3075,28.9727,3.2669,22.4501,28.9176,3.1536,0.0568,0.0474,0.0,0.0588,0.0469,0.0
Slow Motion Breaststroke 2.mp4,competition_breaststroke,competition,breaststroke,290.96,0.309,0.1235,0.391,0.312,114.8194,49.9843,2.02,118.7526,47.0564,1.59,72.1763,53.7,0.32,69.903,50.9034,0.7,57.7641,48.8859,1.23,43.7962,24.8583,0.11,120.0247,57.2797,0.38,0.0593,0.0514,0.0,58.041,25.1234,0.35,0.0333,0.0276,0.0,38.409,33.578,0.09,27.2222,29.2732,0.07,0.1035,0.0888,0.0002,0.0683,0.0792,0.0002,0.0758,0.0567,0.0026,17.2355,22.5847,-1.0725,17.3446,22.8265,0.7084,12.9563,18.0163,-6.2105,13.0017,18.4121,-4.0413,0.0375,0.0432,0.0,0.0366,0.045,0.0
The Secret to Perfect Breaststroke Technique.mp4,competition_breaststroke,competition,breaststroke,344.0,0.308,0.1499,0.297,0.28,115.4754,50.1423,1.73,115.7741,50.4294,2.44,62.4712,56.311,0.84,59.7944,51.9507,0.6,62.761,40.4462,2.28,33.7982,27.1766,0.21,123.0682,56.5524,0.31,0.0273,0.0258,0.0,38.7059,30.9994,0.03,0.0179,0.0159,0.0,39.6842,37.2988,0.0,23.5665,26.6008,0.08,0.0992,0.1094,0.0002,0.0728,0.0845,0.0001,0.0653,0.0426,0.0015,14.3595,21.2139,0.5895,14.1522,21.0677,0.4314,14.2088,29.7735,-0.0806,14.3241,29.6624,-1.4156,0.0929,0.0831,0.0,0.0963,0.0858,0.0
2 World Records in 1 Day for Gretchen Walsh in 100M Butterfly ｜ 2025 TYR Pro Series Ft. Lauderdale.mp4,competition_butterfly,competition,butterfly,134.63,0.706,0.1581,0.41,0.578,123.9032,49.8842,2.09,114.6474,52.8331,3.36,39.4462,40.8241,0.33,39.0158,40.0549,0.51,74.8351,43.7276,1.99,25.0548,22.4203,0.05,119.0561,54.4354,0.29,0.0377,0.0507,0.0,37.111,28.7616,0.05,0.0244,0.0319,0.0,37.8512,39.3426,0.25,20.2746,21.2144,0.08,0.0951,0.1056,0.0002,0.0686,0.0854,0.0001,0.0668,0.0603,0.001,21.3139,48.8207,0.846,21.1251,49.7038,0.3667,28.6795,61.4251,1.5037,28.6124,61.6046,0.3156,0.0776,0.0979,0.0,0.0803,0.1074,0.0
3 Drills for Better Butterfly Hip Position.mp4,competition_butterfly,competition,butterfly,133.54,0.315,0.0673,0.324,0.62,141.22,42.8919,0.53,153.9268,39.3448,1.01,56.4555,60.6249,0.35,55.1964,59.303,0.71,61.0537,56.8046,1.62,31.3782,25.852,1.6,160.0254,22.9551,23.93,0.0261,0.0352,0.0,33.9617,30.3584,0.04,0.015,0.0252,0.0,32.0998,39.7481,0.01,13.6509,20.6049,0.02,0.1239,0.1319,0.0,0.1817,0.2156,0.0,0.1223,0.1163,0.0007,24.4933,53.9199,1.4594,24.3238,54.1783,-0.0699,25.8669,61.2524,1.2027,26.019,60.3673,2.4833,0.0971,0.1963,0.0,0.0965,0.1997,0.0
Amy - Royal Swim Team - Butterfly Underwater Stroke Capture - Slow Motion.mp4,competition_butterfly,competition,butterfly,116.45,0.661,0.14,0.371,0.634,146.4642,39.1127,5.65,141.3933,39.0081,3.51,126.3922,49.916,1.6,121.1713,50.349,1.21,31.8474,42.8151,2.5,46.5323,23.2709,0.38,140.5747,49.9877,0.71,0.0206,0.0198,0.0001,62.5361,25.5575,0.39,0.0127,0.0124,0.0,28.0979,34.2641,0.04,23.9777,28.3196,0.08,0.0572,0.0618,0.0001,0.0326,0.0423,0.0,0.0262,0.0262,0.0007,42.4191,51.0255,1.8613,42.936,51.5877,2.1718,47.3737,60.7166,2.3096,47.621,60.7908,3.8846,0.0379,0.0517,0.0,0.0368,0.0513,0.0
Butterfly Slow motion Fast swimming.mp4,competition_butterfly,competition,butterfly,34.3,0.204,0.1765,0.0,0.164,105.0785,48.4181,19.49,126.1526,47.5235,10.31,67.2126,40.9599,3.35,62.9865,44.1994,2.18,66.7038,49.1699,13.27,39.1838,26.8972,3.72,128.6853,43.2982,8.26,0.0123,0.0104,0.0001,43.5812,30.8174,0.23,0.0082,0.0053,0.0007,49.2947,35.4169,3.86,29.1041,24.2413,0.01,0.044,0.0497,0.0003,0.0369,0.0305,0.0006,0.0217,0.0092,0.0029,25.0734,31.2163,4.4795,23.8115,31.6738,3.151,27.2182,26.5595,2.1397,26.6519,26.6644,1.7929,0.0375,0.022,0.0,0.031,0.0165,0.0
Butterfly Swimming Start.mp4,competition_butterfly,competition,butterfly,21.83,0.137,0.2727,0.0,0.064,160.0827,12.1113,137.99,159.52,10.6577,138.74,125.81,59.467,28.55,115.7036,66.7401,3.86,68.09,42.0231,34.34,45.1673,24.3334,4.72,60.2527,76.4771,0.86,0.0102,0.0095,0.0017,33.2455,24.0042,2.88,0.0049,0.0049,0.0003,12.8036,8.4288,2.09,26.7873,48.5406,1.6,0.1127,0.0596,0.0173,0.0206,0.0255,0.0042,0.0212,0.0109,0.0077,19.9446,10.036,8.2494,19.7202,9.7403,7.6394,17.9225,10.8151,6.5513,18.656,9.8766,8.141,0.0219,0.0325,0.0,0.0206,0.0282,0.0
Butterfly Swimming Technique ｜ Kick.mp4,competition_butterfly,competition,butterfly,61.6,0.357,0.1356,0.26,0.302,126.4566,43.7284,3.22,123.0553,43.6401,7.47,82.5925,55.5669,1.46,87.9131,55.6283,1.44,50.068,47.1407,1.58,45.2359,25.4193,1.13,129.2796,48.1616,1.24,0.0345,0.0289,0.001,60.8858,28.3891,4.5,0.0211,0.0182,0.0,31.3508,31.3735,0.08,30.6522,32.1203,0.02,0.0754,0.0809,0.0007,0.0528,0.0743,0.0001,0.054,0.0471,0.0021,33.8342,52.9739,0.388,34.1525,54.2856,0.3033,30.3938,49.0891,0.113,30.04,48.4736,-0.0563,0.0658,0.0596,0.0,0.0667,0.0605,0.0
BUTTERFLY SWIMMING： HOW TO SWIM SMOOTHLY (STEP-BY-STEP GUIDE).mp4,competition_butterfly,competition,butterfly,283.6,0.155,0.1069,0.29,0.184,131.5673,42.6949,3.28,127.2041,43.0471,3.62,54.3737,52.4776,0.99,73.8076,58.6653,1.42,48.877,51.9131,2.03,45.518,27.627,0.39,143.8664,43.0204,1.43,0.0248,0.0234,0.0002,54.9492,30.7507,0.68,0.0164,0.0133,0.0001,35.7536,35.4239,0.15,38.4211,44.6871,0.02,0.0468,0.0749,0.0002,0.0358,0.0407,0.0001,0.0365,0.0263,0.0016,28.1853,35.1004,1.5715,28.1519,34.0436,1.7233,33.3955,46.2005,-1.3422,32.9744,46.2416,-0.6286,0.066,0.0684,0.0,0.0651,0.0666,0.0
Butterfly technique 접영 물속 자세 Phelps.mp4,competition_butterfly,competition,butterfly,20.16,0.446,0.1013,0.541,0.653,120.4908,46.311,17.52,127.9872,45.5626,1.78,76.9654,56.3344,2.68,75.3411,56.1785,1.0,20.4214,28.7669,2.05,40.7729,20.5324,0.52,140.1947,44.7728,4.62,0.0347,0.0268,0.0003,71.4628,17.3296,1.82,0.0271,0.0164,0.0015,37.3147,35.0768,0.08,27.8715,30.3775,0.58,0.065,0.0521,0.0001,0.0441,0.0503,0.001,0.0368,0.0279,0.002,34.8205,48.0088,3.5143,34.594,48.8363,3.4996,24.6844,29.753,3.2791,25.3801,33.2888,2.5772,0.0395,0.027,0.0,0.0427,0.0341,0.0
Butterfly.mp4,competition_butterfly,competition,butterfly,360.53,0.136,0.1318,0.381,0.118,114.954,49.9891,2.59,118.8321,49.4599,1.49,67.0872,57.6113,0.56,73.1066,55.6933,1.25,64.2816,55.2994,1.9,34.6383,27.9571,0.1,139.7752,45.4117,2.29,0.0212,0.0205,0.0001,41.02,32.4072,0.02,0.0136,0.0134,0.0,28.6298,27.4684,0.01,19.8335,22.8007,0.09,0.1303,0.132,0.0002,0.0657,0.0829,0.0001,0.0565,0.046,0.0007,21.5004,55.2727,0.7548,21.9744,54.9234,1.0974,22.3111,51.6296,1.7427,22.3346,52.4198,1.724,0.0619,0.0569,0.0,0.0636,0.0562,0.0
Caeleb Dressel 100 fly high speed camera   slow motion.mp4,competition_butterfly,competition,butterfly,130.63,0.314,0.098,0.35,0.372,122.6646,59.114,1.05,124.3037,58.7033,1.22,32.2378,33.6776,0.99,27.1843,31.0857,1.06,104.0089,47.214,2.57,31.0623,22.4284,0.68,160.4653,31.2131,4.44,0.088,0.0865,0.0002,49.6494,31.2303,0.3,0.0507,0.0497,0.0002,29.9115,36.0101,0.02,10.7493,13.4696,0.06,0.0941,0.068,0.0012,0.0518,0.0458,0.0001,0.1067,0.0789,0.0013,10.5734,25.9314,0.9247,10.5086,26.1198,0.4838,17.254,29.6876,1.9576,16.6124,29.4919,1.539,0.0513,0.0805,0.0,0.0508,0.0762,0.0
Closest swimming finish EVER! Ft. Michael Phelps ⏱️.mp4,competition_butterfly,competition,butterfly,140.31,0.755,0.1423,0.37,0.584,119.1459,56.4176,0.91,122.3716,51.6516,1.13,52.7855,54.1323,0.99,49.863,50.6913,0.35,70.4765,51.1498,2.27,28.939,24.2972,0.03,126.4712,64.0368,0.48,0.032,0.0342,0.0,32.2307,29.0389,0.01,0.0155,0.0167,0.0001,42.0508,42.2252,0.03,23.1311,29.0069,0.0,0.2145,0.2762,0.0004,0.1672,0.2108,0.0001,0.1057,0.0926,0.0012,12.6984,25.3041,0.4635,12.0323,25.5912,-1.6569,18.381,45.4903,-0.4524,18.584,45.283,-0.2403,0.1412,0.1612,0.0,0.152,0.174,0.0
